Package,Class,Field,Type,Description Rating,Has Example?
excel,Excel.PivotTableScopedCollection,"context",Property,Excellent,false
excel,Excel.PivotTableScopedCollection,"items",Property,Great,false
excel,Excel.PivotTableScopedCollection,"getCount()",Method,Fine,false
excel,Excel.PivotTableScopedCollection,"getFirst()",Method,Good,false
excel,Excel.PivotTableScopedCollection,"getFirstOrNullObject()",Method,Excellent,false
excel,Excel.PivotTableScopedCollection,"getItem(key)",Method,Poor,false
excel,Excel.PivotTableScopedCollection,"getItemOrNullObject(name)",Method,Excellent,false
excel,Excel.PivotTableScopedCollection,"load(options)",Method,Great,false
excel,Excel.PivotTableScopedCollection,"load(propertyNames)",Method,Great,false
excel,Excel.PivotTableScopedCollection,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.PivotTableScopedCollection,"toJSON()",Method,Excellent,false
excel,Excel.PivotTableStyle,N/A,Class,Fine,false
excel,Excel.PivotTableStyle,"context",Property,Excellent,false
excel,Excel.PivotTableStyle,"name",Property,Great,false
excel,Excel.PivotTableStyle,"readOnly",Property,Great,false
excel,Excel.PivotTableStyle,"delete()",Method,Poor,false
excel,Excel.PivotTableStyle,"duplicate()",Method,Fine,false
excel,Excel.PivotTableStyle,"load(options)",Method,Great,false
excel,Excel.PivotTableStyle,"load(propertyNames)",Method,Great,false
excel,Excel.PivotTableStyle,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.PivotTableStyle,"set(properties, options)",Method,Good,false
excel,Excel.PivotTableStyle,"set(properties)",Method,Fine,false
excel,Excel.PivotTableStyle,"toJSON()",Method,Excellent,false
excel,Excel.PivotTableStyleCollection,N/A,Class,Fine,false
excel,Excel.PivotTableStyleCollection,"context",Property,Excellent,false
excel,Excel.PivotTableStyleCollection,"items",Property,Great,false
excel,Excel.PivotTableStyleCollection,"add(name, makeUniqueName)",Method,Fine,false
excel,Excel.PivotTableStyleCollection,"getCount()",Method,Fine,false
excel,Excel.PivotTableStyleCollection,"getDefault()",Method,Fine,false
excel,Excel.PivotTableStyleCollection,"getItem(name)",Method,Fine,false
excel,Excel.PivotTableStyleCollection,"getItemOrNullObject(name)",Method,Excellent,false
excel,Excel.PivotTableStyleCollection,"load(options)",Method,Great,false
excel,Excel.PivotTableStyleCollection,"load(propertyNames)",Method,Great,false
excel,Excel.PivotTableStyleCollection,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.PivotTableStyleCollection,"setDefault(newDefaultStyle)",Method,Fine,false
excel,Excel.PivotTableStyleCollection,"toJSON()",Method,Excellent,false
excel,Excel.PivotValueFilter,N/A,Interface,Great,false
excel,Excel.PivotValueFilter,"comparator",Property,Excellent,false
excel,Excel.PivotValueFilter,"condition",Property,Excellent,false
excel,Excel.PivotValueFilter,"exclusive",Property,Excellent,false
excel,Excel.PivotValueFilter,"lowerBound",Property,Great,false
excel,Excel.PivotValueFilter,"selectionType",Property,Excellent,false
excel,Excel.PivotValueFilter,"threshold",Property,Excellent,false
excel,Excel.PivotValueFilter,"upperBound",Property,Great,false
excel,Excel.PivotValueFilter,"value",Property,Great,false
excel,Excel.PlaceholderErrorCellValue,N/A,Interface,Great,false
excel,Excel.PlaceholderErrorCellValue,"basicType",Property,Excellent,false
excel,Excel.PlaceholderErrorCellValue,"basicValue",Property,Excellent,false
excel,Excel.PlaceholderErrorCellValue,"errorType",Property,Great,false
excel,Excel.PlaceholderErrorCellValue,"target",Property,Great,false
excel,Excel.PlaceholderErrorCellValue,"type",Property,Good,false
excel,Excel.Placement,N/A,Enum,Good,false
excel,Excel.Placement,"absolute",EnumField,Great,false
excel,Excel.Placement,"oneCell",EnumField,Great,false
excel,Excel.Placement,"twoCell",EnumField,Great,false
excel,Excel.PresetCriteriaConditionalFormat,N/A,Class,Excellent,false
excel,Excel.PresetCriteriaConditionalFormat,"context",Property,Excellent,false
excel,Excel.PresetCriteriaConditionalFormat,"format",Property,Excellent,false
excel,Excel.PresetCriteriaConditionalFormat,"rule",Property,Good,false
excel,Excel.PresetCriteriaConditionalFormat,"load(options)",Method,Great,false
excel,Excel.PresetCriteriaConditionalFormat,"load(propertyNames)",Method,Great,false
excel,Excel.PresetCriteriaConditionalFormat,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.PresetCriteriaConditionalFormat,"set(properties, options)",Method,Good,false
excel,Excel.PresetCriteriaConditionalFormat,"set(properties)",Method,Fine,false
excel,Excel.PresetCriteriaConditionalFormat,"toJSON()",Method,Excellent,false
excel,Excel.PrintComments,N/A,Enum,Missing,false
excel,Excel.PrintComments,"endSheet",EnumField,Great,false
excel,Excel.PrintComments,"inPlace",EnumField,Great,false
excel,Excel.PrintComments,"noComments",EnumField,Great,false
excel,Excel.PrintErrorType,N/A,Enum,Missing,false
excel,Excel.PrintErrorType,"asDisplayed",EnumField,Great,false
excel,Excel.PrintErrorType,"blank",EnumField,Great,false
excel,Excel.PrintErrorType,"dash",EnumField,Great,false
excel,Excel.PrintErrorType,"notAvailable",EnumField,Great,false
excel,Excel.PrintMarginUnit,N/A,Enum,Missing,false
excel,Excel.PrintMarginUnit,"centimeters",EnumField,Great,false
excel,Excel.PrintMarginUnit,"inches",EnumField,Great,false
excel,Excel.PrintMarginUnit,"points",EnumField,Great,false
excel,Excel.PrintOrder,N/A,Enum,Missing,false
excel,Excel.PrintOrder,"downThenOver",EnumField,Great,false
excel,Excel.PrintOrder,"overThenDown",EnumField,Great,false
excel,Excel.ProtectionSelectionMode,N/A,Enum,Missing,false
excel,Excel.ProtectionSelectionMode,"none",EnumField,Great,false
excel,Excel.ProtectionSelectionMode,"normal",EnumField,Great,false
excel,Excel.ProtectionSelectionMode,"unlocked",EnumField,Great,false
excel,Excel.PythonErrorCellValue,N/A,Interface,Good,false
excel,Excel.PythonErrorCellValue,"basicType",Property,Excellent,false
excel,Excel.PythonErrorCellValue,"basicValue",Property,Excellent,false
excel,Excel.PythonErrorCellValue,"errorType",Property,Great,false
excel,Excel.PythonErrorCellValue,"type",Property,Good,false
excel,Excel.PythonMarshalMode,N/A,Enum,Excellent,false
excel,Excel.PythonMarshalMode,"excelValue",EnumField,Excellent,false
excel,Excel.PythonMarshalMode,"pythonObject",EnumField,Excellent,false
excel,Excel.Query,N/A,Class,Fine,false
excel,Excel.Query,"context",Property,Excellent,false
excel,Excel.Query,"error",Property,Excellent,false
excel,Excel.Query,"loadedTo",Property,Good,false
excel,Excel.Query,"loadedToDataModel",Property,Great,false
excel,Excel.Query,"name",Property,Excellent,false
excel,Excel.Query,"refreshDate",Property,Great,false
excel,Excel.Query,"rowsLoadedCount",Property,Excellent,false
excel,Excel.Query,"delete()",Method,Good,false
excel,Excel.Query,"load(options)",Method,Great,false
excel,Excel.Query,"load(propertyNames)",Method,Great,false
excel,Excel.Query,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.Query,"refresh()",Method,Fine,false
excel,Excel.Query,"toJSON()",Method,Excellent,false
excel,Excel.QueryCollection,N/A,Class,Fine,false
excel,Excel.QueryCollection,"context",Property,Excellent,false
excel,Excel.QueryCollection,"items",Property,Great,false
excel,Excel.QueryCollection,"getCount()",Method,Fine,false
excel,Excel.QueryCollection,"getItem(key)",Method,Fine,false
excel,Excel.QueryCollection,"load(options)",Method,Great,false
excel,Excel.QueryCollection,"load(propertyNames)",Method,Great,false
excel,Excel.QueryCollection,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.QueryCollection,"refreshAll()",Method,Poor,false
excel,Excel.QueryCollection,"toJSON()",Method,Excellent,false
excel,Excel.QueryError,N/A,Enum,Great,false
excel,Excel.QueryError,"failedDownload",EnumField,Great,false
excel,Excel.QueryError,"failedLoadToDataModel",EnumField,Great,false
excel,Excel.QueryError,"failedLoadToWorksheet",EnumField,Great,false
excel,Excel.QueryError,"failedToCompleteDownload",EnumField,Great,false
excel,Excel.QueryError,"none",EnumField,Excellent,false
excel,Excel.QueryError,"unknown",EnumField,Excellent,false
excel,Excel.Range,N/A,Class,Great,false
excel,Excel.Range,"address",Property,Excellent,false
excel,Excel.Range,"addressLocal",Property,Excellent,false
excel,Excel.Range,"cellCount",Property,Excellent,false
excel,Excel.Range,"columnCount",Property,Great,false
excel,Excel.Range,"columnHidden",Property,Excellent,false
excel,Excel.Range,"columnIndex",Property,Great,false
excel,Excel.Range,"conditionalFormats",Property,Great,false
excel,Excel.Range,"context",Property,Excellent,false
excel,Excel.Range,"control",Property,Excellent,false
excel,Excel.Range,"dataValidation",Property,Good,false
excel,Excel.Range,"format",Property,Excellent,false
excel,Excel.Range,"formulaArray",Property,Excellent,false
excel,Excel.Range,"formulas",Property,Excellent,false
excel,Excel.Range,"formulasLocal",Property,Excellent,false
excel,Excel.Range,"formulasR1C1",Property,Excellent,false
excel,Excel.Range,"hasSpill",Property,Excellent,false
excel,Excel.Range,"height",Property,Excellent,false
excel,Excel.Range,"hidden",Property,Excellent,false
excel,Excel.Range,"hyperlink",Property,Great,false
excel,Excel.Range,"isEntireColumn",Property,Great,false
excel,Excel.Range,"isEntireRow",Property,Great,false
excel,Excel.Range,"left",Property,Excellent,false
excel,Excel.Range,"linkedDataTypeState",Property,Great,false
excel,Excel.Range,"numberFormat",Property,Excellent,false
excel,Excel.Range,"numberFormatCategories",Property,Great,false
excel,Excel.Range,"numberFormatLocal",Property,Excellent,false
excel,Excel.Range,"rowCount",Property,Great,false
excel,Excel.Range,"rowHidden",Property,Excellent,false
excel,Excel.Range,"rowIndex",Property,Great,false
excel,Excel.Range,"savedAsArray",Property,Excellent,false
excel,Excel.Range,"sort",Property,Great,false
excel,Excel.Range,"style",Property,Excellent,false
excel,Excel.Range,"text",Property,Excellent,false
excel,Excel.Range,"top",Property,Excellent,false
excel,Excel.Range,"values",Property,Excellent,false
excel,Excel.Range,"valuesAsJson",Property,Excellent,false
excel,Excel.Range,"valuesAsJsonLocal",Property,Excellent,false
excel,Excel.Range,"valueTypes",Property,Great,false
excel,Excel.Range,"width",Property,Excellent,false
excel,Excel.Range,"worksheet",Property,Great,false
excel,Excel.Range,"autoFill(destinationRange, autoFillType)",Method,Great,false
excel,Excel.Range,"autoFill(destinationRange, autoFillType)",Method,Great,false
excel,Excel.Range,"calculate()",Method,Fine,false
excel,Excel.Range,"checkSpelling(options)",Method,Good,false
excel,Excel.Range,"clear(applyTo)",Method,Fine,false
excel,Excel.Range,"clear(applyTo)",Method,Fine,false
excel,Excel.Range,"clearOrResetContents()",Method,Excellent,false
excel,Excel.Range,"convertDataTypeToText()",Method,Fine,false
excel,Excel.Range,"convertToLinkedDataType(serviceID, languageCulture)",Method,Fine,false
excel,Excel.Range,"copyFrom(sourceRange, copyType, skipBlanks, transpose)",Method,Excellent,false
excel,Excel.Range,"copyFrom(sourceRange, copyType, skipBlanks, transpose)",Method,Excellent,false
excel,Excel.Range,"delete(shift)",Method,Fine,false
excel,Excel.Range,"delete(shift)",Method,Fine,false
excel,Excel.Range,"find(text, criteria)",Method,Excellent,false
excel,Excel.Range,"findOrNullObject(text, criteria)",Method,Excellent,false
excel,Excel.Range,"flashFill()",Method,Great,false
excel,Excel.Range,"getAbsoluteResizedRange(numRows, numColumns)",Method,Good,false
excel,Excel.Range,"getBoundingRect(anotherRange)",Method,Good,false
excel,Excel.Range,"getCell(row, column)",Method,Great,false
excel,Excel.Range,"getCellProperties(cellPropertiesLoadOptions)",Method,Great,false
excel,Excel.Range,"getColumn(column)",Method,Fine,false
excel,Excel.Range,"getColumnProperties(columnPropertiesLoadOptions)",Method,Excellent,false
excel,Excel.Range,"getColumnsAfter(count)",Method,Fine,false
excel,Excel.Range,"getColumnsBefore(count)",Method,Fine,false
excel,Excel.Range,"getDependents()",Method,Excellent,false
excel,Excel.Range,"getDirectDependents()",Method,Excellent,false
excel,Excel.Range,"getDirectPrecedents()",Method,Excellent,false
excel,Excel.Range,"getDisplayedCellProperties(cellPropertiesLoadOptions)",Method,Excellent,false
excel,Excel.Range,"getEntireColumn()",Method,Great,false
excel,Excel.Range,"getEntireRow()",Method,Great,false
excel,Excel.Range,"getExtendedRange(direction, activeCell)",Method,Excellent,false
excel,Excel.Range,"getExtendedRange(direction, activeCell)",Method,Excellent,false
excel,Excel.Range,"getImage()",Method,Fine,false
excel,Excel.Range,"getIntersection(anotherRange)",Method,Fine,false
excel,Excel.Range,"getIntersectionOrNullObject(anotherRange)",Method,Excellent,false
excel,Excel.Range,"getLastCell()",Method,Fine,false
excel,Excel.Range,"getLastColumn()",Method,Fine,false
excel,Excel.Range,"getLastRow()",Method,Fine,false
excel,Excel.Range,"getMergedAreasOrNullObject()",Method,Excellent,false
excel,Excel.Range,"getOffsetRange(rowOffset, columnOffset)",Method,Excellent,false
excel,Excel.Range,"getPivotTables(fullyContained)",Method,Fine,false
excel,Excel.Range,"getPrecedents()",Method,Excellent,false
excel,Excel.Range,"getRangeEdge(direction, activeCell)",Method,Excellent,false
excel,Excel.Range,"getRangeEdge(direction, activeCell)",Method,Excellent,false
excel,Excel.Range,"getResizedRange(deltaRows, deltaColumns)",Method,Good,false
excel,Excel.Range,"getRow(row)",Method,Fine,false
excel,Excel.Range,"getRowProperties(rowPropertiesLoadOptions)",Method,Excellent,false
excel,Excel.Range,"getRowsAbove(count)",Method,Fine,false
excel,Excel.Range,"getRowsBelow(count)",Method,Fine,false
excel,Excel.Range,"getSpecialCells(cellType, cellValueType)",Method,Excellent,false
excel,Excel.Range,"getSpecialCells(cellType, cellValueType)",Method,Excellent,false
excel,Excel.Range,"getSpecialCellsOrNullObject(cellType, cellValueType)",Method,Excellent,false
excel,Excel.Range,"getSpecialCellsOrNullObject(cellType, cellValueType)",Method,Excellent,false
excel,Excel.Range,"getSpillingToRange()",Method,Great,false
excel,Excel.Range,"getSpillingToRangeOrNullObject()",Method,Excellent,false
excel,Excel.Range,"getSpillParent()",Method,Great,false
excel,Excel.Range,"getSpillParentOrNullObject()",Method,Excellent,false
excel,Excel.Range,"getSurroundingRegion()",Method,Excellent,false
excel,Excel.Range,"getTables(fullyContained)",Method,Fine,false
excel,Excel.Range,"getUsedRange(valuesOnly)",Method,Excellent,false
excel,Excel.Range,"getUsedRangeOrNullObject(valuesOnly)",Method,Excellent,false
excel,Excel.Range,"getVisibleView()",Method,Fine,false
excel,Excel.Range,"group(groupOption)",Method,Fine,false
excel,Excel.Range,"group(groupOption)",Method,Fine,false
excel,Excel.Range,"hideGroupDetails(groupOption)",Method,Fine,false
excel,Excel.Range,"hideGroupDetails(groupOption)",Method,Fine,false
excel,Excel.Range,"insert(shift)",Method,Great,false
excel,Excel.Range,"insert(shift)",Method,Great,false
excel,Excel.Range,"load(options)",Method,Great,false
excel,Excel.Range,"load(propertyNames)",Method,Great,false
excel,Excel.Range,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.Range,"merge(across)",Method,Fine,false
excel,Excel.Range,"moveTo(destinationRange)",Method,Excellent,false
excel,Excel.Range,"removeDuplicates(columns, includesHeader)",Method,Fine,false
excel,Excel.Range,"replaceAll(text, replacement, criteria)",Method,Fine,false
excel,Excel.Range,"select()",Method,Fine,false
excel,Excel.Range,"set(properties, options)",Method,Good,false
excel,Excel.Range,"set(properties)",Method,Fine,false
excel,Excel.Range,"setCellProperties(cellPropertiesData)",Method,Good,false
excel,Excel.Range,"setColumnProperties(columnPropertiesData)",Method,Good,false
excel,Excel.Range,"setDirty()",Method,Good,false
excel,Excel.Range,"setRowProperties(rowPropertiesData)",Method,Good,false
excel,Excel.Range,"showCard()",Method,Good,false
excel,Excel.Range,"showDependents(remove)",Method,Fine,false
excel,Excel.Range,"showGroupDetails(groupOption)",Method,Fine,false
excel,Excel.Range,"showGroupDetails(groupOption)",Method,Fine,false
excel,Excel.Range,"showPrecedents(remove)",Method,Fine,false
excel,Excel.Range,"togglePythonMarshalMode(marshalMode)",Method,Fine,false
excel,Excel.Range,"togglePythonMarshalMode(marshalMode)",Method,Fine,false
excel,Excel.Range,"toJSON()",Method,Excellent,false
excel,Excel.Range,"track()",Method,Excellent,false
excel,Excel.Range,"ungroup(groupOption)",Method,Fine,false
excel,Excel.Range,"ungroup(groupOption)",Method,Fine,false
excel,Excel.Range,"unmerge()",Method,Fine,false
excel,Excel.Range,"untrack()",Method,Excellent,false
excel,Excel.RangeAreas,N/A,Class,Great,false
excel,Excel.RangeAreas,"address",Property,Excellent,false
excel,Excel.RangeAreas,"addressLocal",Property,Great,false
excel,Excel.RangeAreas,"areaCount",Property,Excellent,false
excel,Excel.RangeAreas,"areas",Property,Excellent,false
excel,Excel.RangeAreas,"cellCount",Property,Excellent,false
excel,Excel.RangeAreas,"conditionalFormats",Property,Excellent,false
excel,Excel.RangeAreas,"context",Property,Excellent,false
excel,Excel.RangeAreas,"dataValidation",Property,Great,false
excel,Excel.RangeAreas,"format",Property,Excellent,false
excel,Excel.RangeAreas,"isEntireColumn",Property,Excellent,false
excel,Excel.RangeAreas,"isEntireRow",Property,Excellent,false
excel,Excel.RangeAreas,"style",Property,Excellent,false
excel,Excel.RangeAreas,"worksheet",Property,Great,false
excel,Excel.RangeAreas,"calculate()",Method,Fine,false
excel,Excel.RangeAreas,"clear(applyTo)",Method,Good,false
excel,Excel.RangeAreas,"clear(applyTo)",Method,Good,false
excel,Excel.RangeAreas,"clearOrResetContents()",Method,Excellent,false
excel,Excel.RangeAreas,"convertDataTypeToText()",Method,Fine,false
excel,Excel.RangeAreas,"convertToLinkedDataType(serviceID, languageCulture)",Method,Fine,false
excel,Excel.RangeAreas,"copyFrom(sourceRange, copyType, skipBlanks, transpose)",Method,Excellent,false
excel,Excel.RangeAreas,"copyFrom(sourceRange, copyType, skipBlanks, transpose)",Method,Excellent,false
excel,Excel.RangeAreas,"getEntireColumn()",Method,Excellent,false
excel,Excel.RangeAreas,"getEntireRow()",Method,Excellent,false
excel,Excel.RangeAreas,"getIntersection(anotherRange)",Method,Excellent,false
excel,Excel.RangeAreas,"getIntersectionOrNullObject(anotherRange)",Method,Excellent,false
excel,Excel.RangeAreas,"getOffsetRangeAreas(rowOffset, columnOffset)",Method,Excellent,false
excel,Excel.RangeAreas,"getSpecialCells(cellType, cellValueType)",Method,Excellent,false
excel,Excel.RangeAreas,"getSpecialCells(cellType, cellValueType)",Method,Excellent,false
excel,Excel.RangeAreas,"getSpecialCellsOrNullObject(cellType, cellValueType)",Method,Excellent,false
excel,Excel.RangeAreas,"getSpecialCellsOrNullObject(cellType, cellValueType)",Method,Excellent,false
excel,Excel.RangeAreas,"getTables(fullyContained)",Method,Good,false
excel,Excel.RangeAreas,"getUsedRangeAreas(valuesOnly)",Method,Excellent,false
excel,Excel.RangeAreas,"getUsedRangeAreasOrNullObject(valuesOnly)",Method,Excellent,false
excel,Excel.RangeAreas,"load(options)",Method,Great,false
excel,Excel.RangeAreas,"load(propertyNames)",Method,Great,false
excel,Excel.RangeAreas,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.RangeAreas,"select()",Method,Fine,false
excel,Excel.RangeAreas,"set(properties, options)",Method,Good,false
excel,Excel.RangeAreas,"set(properties)",Method,Fine,false
excel,Excel.RangeAreas,"setDirty()",Method,Good,false
excel,Excel.RangeAreas,"toJSON()",Method,Excellent,false
excel,Excel.RangeAreas,"track()",Method,Excellent,false
excel,Excel.RangeAreas,"untrack()",Method,Excellent,false
excel,Excel.RangeAreasCollection,N/A,Class,Fine,false
excel,Excel.RangeAreasCollection,"context",Property,Excellent,false
excel,Excel.RangeAreasCollection,"items",Property,Great,false
excel,Excel.RangeAreasCollection,"getCount()",Method,Fine,false
excel,Excel.RangeAreasCollection,"getItemAt(index)",Method,Good,false
excel,Excel.RangeAreasCollection,"load(options)",Method,Great,false
excel,Excel.RangeAreasCollection,"load(propertyNames)",Method,Great,false
excel,Excel.RangeAreasCollection,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.RangeAreasCollection,"toJSON()",Method,Excellent,false
excel,Excel.RangeBorder,N/A,Class,Fine,false
excel,Excel.RangeBorder,"color",Property,Excellent,false
excel,Excel.RangeBorder,"context",Property,Excellent,false
excel,Excel.RangeBorder,"sideIndex",Property,Excellent,false
excel,Excel.RangeBorder,"style",Property,Excellent,false
excel,Excel.RangeBorder,"tintAndShade",Property,Excellent,false
excel,Excel.RangeBorder,"weight",Property,Excellent,false
excel,Excel.RangeBorder,"load(options)",Method,Great,false
excel,Excel.RangeBorder,"load(propertyNames)",Method,Great,false
excel,Excel.RangeBorder,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.RangeBorder,"set(properties, options)",Method,Good,false
excel,Excel.RangeBorder,"set(properties)",Method,Fine,false
excel,Excel.RangeBorder,"toJSON()",Method,Excellent,false
excel,Excel.RangeBorderCollection,N/A,Class,Fine,false
excel,Excel.RangeBorderCollection,"context",Property,Excellent,false
excel,Excel.RangeBorderCollection,"count",Property,Great,false
excel,Excel.RangeBorderCollection,"items",Property,Great,false
excel,Excel.RangeBorderCollection,"tintAndShade",Property,Excellent,false
excel,Excel.RangeBorderCollection,"getItem(index)",Method,Fine,false
excel,Excel.RangeBorderCollection,"getItem(index)",Method,Fine,false
excel,Excel.RangeBorderCollection,"getItemAt(index)",Method,Fine,false
excel,Excel.RangeBorderCollection,"load(options)",Method,Great,false
excel,Excel.RangeBorderCollection,"load(propertyNames)",Method,Great,false
excel,Excel.RangeBorderCollection,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.RangeBorderCollection,"toJSON()",Method,Excellent,false
excel,Excel.RangeCollection,N/A,Class,Missing,false
excel,Excel.RangeCollection,"context",Property,Excellent,false
excel,Excel.RangeCollection,"items",Property,Great,false
excel,Excel.RangeCollection,"getCount()",Method,Good,false
excel,Excel.RangeCollection,"getItemAt(index)",Method,Good,false
excel,Excel.RangeCollection,"load(options)",Method,Great,false
excel,Excel.RangeCollection,"load(propertyNames)",Method,Great,false
excel,Excel.RangeCollection,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.RangeCollection,"toJSON()",Method,Excellent,false
excel,Excel.RangeCopyType,N/A,Enum,Missing,false
excel,Excel.RangeCopyType,"all",EnumField,Great,false
excel,Excel.RangeCopyType,"columnWidths",EnumField,Great,false
excel,Excel.RangeCopyType,"formats",EnumField,Great,false
excel,Excel.RangeCopyType,"formulas",EnumField,Great,false
excel,Excel.RangeCopyType,"link",EnumField,Great,false
excel,Excel.RangeCopyType,"values",EnumField,Great,false
excel,Excel.RangeFill,N/A,Class,Fine,false
excel,Excel.RangeFill,"color",Property,Great,false
excel,Excel.RangeFill,"context",Property,Excellent,false
excel,Excel.RangeFill,"pattern",Property,Excellent,false
excel,Excel.RangeFill,"patternColor",Property,Excellent,false
excel,Excel.RangeFill,"patternTintAndShade",Property,Excellent,false
excel,Excel.RangeFill,"tintAndShade",Property,Excellent,false
excel,Excel.RangeFill,"clear()",Method,Fine,false
excel,Excel.RangeFill,"load(options)",Method,Great,false
excel,Excel.RangeFill,"load(propertyNames)",Method,Great,false
excel,Excel.RangeFill,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.RangeFill,"set(properties, options)",Method,Good,false
excel,Excel.RangeFill,"set(properties)",Method,Fine,false
excel,Excel.RangeFill,"toJSON()",Method,Excellent,false
excel,Excel.RangeFont,N/A,Class,Fine,false
excel,Excel.RangeFont,"bold",Property,Good,false
excel,Excel.RangeFont,"color",Property,Excellent,false
excel,Excel.RangeFont,"context",Property,Excellent,false
excel,Excel.RangeFont,"italic",Property,Great,false
excel,Excel.RangeFont,"name",Property,Excellent,false
excel,Excel.RangeFont,"size",Property,Fine,false
excel,Excel.RangeFont,"strikethrough",Property,Excellent,false
excel,Excel.RangeFont,"subscript",Property,Excellent,false
excel,Excel.RangeFont,"superscript",Property,Excellent,false
excel,Excel.RangeFont,"tintAndShade",Property,Excellent,false
excel,Excel.RangeFont,"underline",Property,Excellent,false
excel,Excel.RangeFont,"load(options)",Method,Great,false
excel,Excel.RangeFont,"load(propertyNames)",Method,Great,false
excel,Excel.RangeFont,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.RangeFont,"set(properties, options)",Method,Good,false
excel,Excel.RangeFont,"set(properties)",Method,Fine,false
excel,Excel.RangeFont,"toJSON()",Method,Excellent,false
excel,Excel.RangeFormat,N/A,Class,Fine,false
excel,Excel.RangeFormat,"autoIndent",Property,Excellent,false
excel,Excel.RangeFormat,"borders",Property,Great,false
excel,Excel.RangeFormat,"columnWidth",Property,Excellent,false
excel,Excel.RangeFormat,"context",Property,Excellent,false
excel,Excel.RangeFormat,"fill",Property,Great,false
excel,Excel.RangeFormat,"font",Property,Great,false
excel,Excel.RangeFormat,"horizontalAlignment",Property,Excellent,false
excel,Excel.RangeFormat,"indentLevel",Property,Great,false
excel,Excel.RangeFormat,"protection",Property,Great,false
excel,Excel.RangeFormat,"readingOrder",Property,Good,false
excel,Excel.RangeFormat,"rowHeight",Property,Excellent,false
excel,Excel.RangeFormat,"shrinkToFit",Property,Great,false
excel,Excel.RangeFormat,"textOrientation",Property,Excellent,false
excel,Excel.RangeFormat,"useStandardHeight",Property,Excellent,false
excel,Excel.RangeFormat,"useStandardWidth",Property,Excellent,false
excel,Excel.RangeFormat,"verticalAlignment",Property,Excellent,false
excel,Excel.RangeFormat,"wrapText",Property,Great,false
excel,Excel.RangeFormat,"adjustIndent(amount)",Method,Good,false
excel,Excel.RangeFormat,"autofitColumns()",Method,Good,false
excel,Excel.RangeFormat,"autofitRows()",Method,Good,false
excel,Excel.RangeFormat,"load(options)",Method,Great,false
excel,Excel.RangeFormat,"load(propertyNames)",Method,Great,false
excel,Excel.RangeFormat,"load(propertyNamesAndPaths)",Method,Great,false
excel,Excel.RangeFormat,"set(properties, options)",Method,Good,false
excel,Excel.RangeFormat,"set(properties)",Method,Fine,false
excel,Excel.RangeFormat,"toJSON()",Method,Excellent,false
excel,Excel.RangeHyperlink,N/A,Interface,Fine,false
excel,Excel.RangeHyperlink,"address",Property,Great,false
excel,Excel.RangeHyperlink,"documentReference",Property,Great,false
excel,Excel.RangeHyperlink,"screenTip",Property,Great,false
excel,Excel.RangeHyperlink,"textToDisplay",Property,Great,false
excel,Excel.RangeReference,N/A,Interface,Fine,false
excel,Excel.RangeReference,"address",Property,Great,false
excel,Excel.RangeSort,N/A,Class,Fine,false
excel,Excel.RangeSort,"context",Property,Excellent,false
excel,Excel.RangeSort,"apply(fields, matchCase, hasHeaders, orientation, method)",Method,Poor,false
excel,Excel.RangeSort,"apply(fields, matchCase, hasHeaders, orientation, method)",Method,Poor,false
excel,Excel.RangeSort,"toJSON()",Method,Excellent,false
excel,Excel.RangeTextRun,N/A,Interface,Great,false
excel,Excel.RangeTextRun,"font",Property,Excellent,false
excel,Excel.RangeTextRun,"text",Property,Good,false
excel,Excel.RangeUnderlineStyle,N/A,Enum,Missing,false
excel,Excel.RangeUnderlineStyle,"double",EnumField,Great,false
excel,Excel.RangeUnderlineStyle,"doubleAccountant",EnumField,Great,false
excel,Excel.RangeUnderlineStyle,"none",EnumField,Great,false
excel,Excel.RangeUnderlineStyle,"single",EnumField,Great,false
excel,Excel.RangeUnderlineStyle,"singleAccountant",EnumField,Great,false
excel,Excel.RangeValueType,N/A,Enum,Missing,false
excel,Excel.RangeValueType,"boolean",EnumField,Great,false
excel,Excel.RangeValueType,"double",EnumField,Great,false
excel,Excel.RangeValueType,"empty",EnumField,Great,false
excel,Excel.RangeValueType,"error",EnumField,Great,false
excel,Excel.RangeValueType,"integer",EnumField,Great,false
excel,Excel.RangeValueType,"richValue",EnumField,Great,false
excel,Excel.RangeValueType,"string",EnumField,Great,false
excel,Excel.RangeValueType,"unknown",EnumField,Great,false
excel,Excel.RangeView,N/A,Class,Fine,false
excel,Excel.RangeView,"cellAddresses",Property,Great,false
excel,Excel.RangeView,"columnCount",Property,Good,false
