Class,Field,Type,Description Rating,Has Example?
Office.Context,roamingSettings,Method,Good,false
Office.Context,touchEnabled,Method,Good,false
Office.Context,ui,Method,Fine,false
Office.ContextInformation,N/A,Class,Good,false
Office.ContextInformation,host,Method,Fine,true
Office.ContextInformation,platform,Method,Fine,true
Office.ContextInformation,version,Method,Fine,true
Office.Control,N/A,Class,Good,false
Office.Control,enabled,Method,Good,false
Office.Control,id,Method,Fine,false
Office.CustomXmlNode,N/A,Class,Good,false
Office.CustomXmlNode,baseName,Method,Fine,true
Office.CustomXmlNode,namespaceUri,Method,Fine,true
Office.CustomXmlNode,nodeType,Method,Fine,true
Office.CustomXmlNode,getNodesAsync(xPath,Method,Good,true
Office.CustomXmlNode,getNodeValueAsync(options,Method,Good,false
Office.CustomXmlNode,getNodeValueAsync(callback),Method,Good,true
Office.CustomXmlNode,getTextAsync(options,Method,Good,true
Office.CustomXmlNode,getTextAsync(callback),Method,Good,false
Office.CustomXmlNode,getXmlAsync(options,Method,Good,false
Office.CustomXmlNode,getXmlAsync(callback),Method,Good,true
Office.CustomXmlNode,setNodeValueAsync(value,Method,Good,true
Office.CustomXmlNode,setTextAsync(text,Method,Good,false
Office.CustomXmlNode,setXmlAsync(xml,Method,Good,false
Office.CustomXMLNodeType,N/A,Class,Fine,false
Office.CustomXMLNodeType,Attribute,EnumField,Poor,false
Office.CustomXMLNodeType,CData,EnumField,Poor,false
Office.CustomXMLNodeType,Element,EnumField,Poor,false
Office.CustomXMLNodeType,NodeComment,EnumField,Poor,false
Office.CustomXMLNodeType,NodeDocument,EnumField,Fine,false
Office.CustomXMLNodeType,ProcessingInstruction,EnumField,Fine,false
Office.CustomXMLNodeType,Text,EnumField,Poor,false
Office.CustomXmlPart,N/A,Class,Good,false
Office.CustomXmlPart,builtIn,Method,Fine,true
Office.CustomXmlPart,id,Method,Fine,true
Office.CustomXmlPart,namespaceManager,Method,Fine,true
Office.CustomXmlPart,addHandlerAsync(eventType,Method,Good,true
Office.CustomXmlPart,deleteAsync(options,Method,Good,false
Office.CustomXmlPart,deleteAsync(callback),Method,Good,true
Office.CustomXmlPart,getNodesAsync(xPath,Method,Good,true
Office.CustomXmlPart,getXmlAsync(options,Method,Good,false
Office.CustomXmlPart,getXmlAsync(callback),Method,Good,true
Office.CustomXmlPart,removeHandlerAsync(eventType,Method,Good,true
Office.CustomXmlParts,N/A,Class,Good,false
Office.CustomXmlParts,addAsync(xml,Method,Good,true
Office.CustomXmlParts,getByIdAsync(id,Method,Good,false
Office.CustomXmlParts,getByNamespaceAsync(ns,Method,Good,true
Office.CustomXmlPrefixMappings,N/A,Class,Good,false
Office.CustomXmlPrefixMappings,addNamespaceAsync(prefix,Method,Good,false
Office.CustomXmlPrefixMappings,getNamespaceAsync(prefix,Method,Good,false
Office.CustomXmlPrefixMappings,getPrefixAsync(ns,Method,Good,false
Office.Dialog,N/A,Class,Good,false
Office.Dialog,addEventHandler(eventType,Method,Good,false
Office.Dialog,close(),Method,Good,false
Office.Dialog,messageChild(message,Method,Good,false
Office.Dialog,sendMessage(name),Method,Good,false
Office.DialogMessageOptions,N/A,Class,Good,false
Office.DialogMessageOptions,targetOrigin,Method,Good,false
Office.DialogOptions,N/A,Class,Fine,false
Office.DialogOptions,asyncContext,Method,Fine,false
Office.DialogOptions,displayInIframe,Method,Good,false
Office.DialogOptions,height,Method,Good,false
Office.DialogOptions,promptBeforeOpen,Method,Good,false
Office.DialogOptions,width,Method,Good,false
Office.DialogParentMessageReceivedEventArgs,N/A,Class,Fine,false
Office.DialogParentMessageReceivedEventArgs,message,Method,Fine,false
Office.DialogParentMessageReceivedEventArgs,origin,Method,Good,false
Office.DialogParentMessageReceivedEventArgs,type,Method,Fine,false
Office.Document,N/A,Class,Good,false
Office.Document,bindings,Method,Good,false
Office.Document,customXmlParts,Method,Fine,true
Office.Document,mode,Method,Fine,true
Office.Document,settings,Method,Fine,false
Office.Document,url,Method,Good,true
Office.Document,addHandlerAsync(eventType,Method,Good,true
Office.Document,getActiveViewAsync(options,Method,Good,false
Office.Document,getActiveViewAsync(callback),Method,Good,true
Office.Document,getFileAsync(fileType,Method,Good,false
Office.Document,getFilePropertiesAsync(options,Method,Good,false
Office.Document,getFilePropertiesAsync(callback),Method,Good,true
Office.Document,getMaxResourceIndexAsync(options,Method,Good,false
Office.Document,getMaxResourceIndexAsync(callback),Method,Good,true
Office.Document,getMaxTaskIndexAsync(options,Method,Good,false
Office.Document,getMaxTaskIndexAsync(callback),Method,Good,true
Office.Document,getProjectFieldAsync(fieldId,Method,Good,true
Office.Document,getResourceByIndexAsync(resourceIndex,Method,Good,true
Office.Document,getResourceFieldAsync(resourceId,Method,Good,true
Office.Document,getSelectedDataAsync(coercionType,Method,Good,false
Office.Document,getSelectedResourceAsync(options,Method,Good,false
Office.Document,getSelectedResourceAsync(callback),Method,Good,true
Office.Document,getSelectedTaskAsync(options,Method,Good,false
Office.Document,getSelectedTaskAsync(callback),Method,Good,true
Office.Document,getSelectedViewAsync(options,Method,Good,false
Office.Document,getSelectedViewAsync(callback),Method,Good,true
Office.Document,getTaskAsync(taskId,Method,Good,true
Office.Document,getTaskByIndexAsync(taskIndex,Method,Good,true
Office.Document,getTaskFieldAsync(taskId,Method,Good,true
Office.Document,getWSSUrlAsync(options,Method,Good,false
Office.Document,getWSSUrlAsync(callback),Method,Good,false
Office.Document,goToByIdAsync(id,Method,Good,true
Office.Document,removeHandlerAsync(eventType,Method,Good,true
Office.Document,setResourceFieldAsync(resourceId,Method,Good,true
Office.Document,setSelectedDataAsync(data,Method,Good,false
Office.Document,setTaskFieldAsync(taskId,Method,Good,true
Office.DocumentMode,N/A,Class,Good,false
Office.DocumentMode,ReadOnly,EnumField,Poor,false
Office.DocumentMode,ReadWrite,EnumField,Fine,false
Office.DocumentSelectionChangedEventArgs,N/A,Class,Fine,false
Office.DocumentSelectionChangedEventArgs,document,Method,Fine,false
Office.DocumentSelectionChangedEventArgs,type,Method,Fine,false
Office.Error,N/A,Class,Good,false
Office.Error,code,Method,Good,true
Office.Error,message,Method,Fine,true
Office.Error,name,Method,Fine,true
Office.EventType,N/A,Class,Good,false
Office.EventType,ActiveViewChanged,EnumField,Fine,false
Office.EventType,AppointmentTimeChanged,EnumField,Good,false
Office.EventType,AttachmentsChanged,EnumField,Good,false
Office.EventType,BindingDataChanged,EnumField,Good,false
Office.EventType,BindingSelectionChanged,EnumField,Good,false
Office.EventType,DialogEventReceived,EnumField,Fine,false
Office.EventType,DialogMessageReceived,EnumField,Fine,false
Office.EventType,DialogParentMessageReceived,EnumField,Fine,false
Office.EventType,DocumentSelectionChanged,EnumField,Fine,false
Office.EventType,EnhancedLocationsChanged,EnumField,Good,false
Office.EventType,InfobarClicked,EnumField,Good,false
Office.EventType,ItemChanged,EnumField,Good,false
Office.EventType,NodeDeleted,EnumField,Fine,false
Office.EventType,NodeInserted,EnumField,Fine,false
Office.EventType,NodeReplaced,EnumField,Fine,false
Office.EventType,OfficeThemeChanged,EnumField,Good,false
Office.EventType,RecipientsChanged,EnumField,Good,false
Office.EventType,RecurrenceChanged,EnumField,Good,false
Office.EventType,ResourceSelectionChanged,EnumField,Fine,false
Office.EventType,SettingsChanged,EnumField,Poor,false
Office.EventType,TaskSelectionChanged,EnumField,Fine,false
Office.EventType,ViewSelectionChanged,EnumField,Fine,false
Office.File,N/A,Class,Good,false
Office.File,size,Method,Fine,false
Office.File,sliceCount,Method,Fine,false
Office.File,closeAsync(callback),Method,Good,false
Office.File,getSliceAsync(sliceIndex,Method,Good,true
Office.FileProperties,N/A,Class,Missing,false
Office.FileProperties,url,Method,Poor,false
Office.FileType,N/A,Class,Fine,false
Office.FileType,Compressed,EnumField,Good,false
Office.FileType,Pdf,EnumField,Fine,false
Office.FileType,Text,EnumField,Fine,false
Office.FilterType,N/A,Class,Fine,false
Office.FilterType,All,EnumField,Fine,false
Office.FilterType,OnlyVisible,EnumField,Fine,false
Office.GetBindingDataOptions,N/A,Class,Good,false
Office.GetBindingDataOptions,asyncContext,Method,Fine,false
Office.GetBindingDataOptions,coercionType,Method,Good,false
Office.GetBindingDataOptions,columnCount,Method,Good,false
Office.GetBindingDataOptions,filterType,Method,Good,false
Office.GetBindingDataOptions,rowCount,Method,Good,false
Office.GetBindingDataOptions,rows,Method,Good,false
Office.GetBindingDataOptions,startColumn,Method,Good,false
Office.GetBindingDataOptions,startRow,Method,Good,false
Office.GetBindingDataOptions,valueFormat,Method,Good,false
Office.GetFileOptions,N/A,Class,Fine,false
Office.GetFileOptions,asyncContext,Method,Fine,false
Office.GetFileOptions,sliceSize,Method,Good,false
Office.GetSelectedDataOptions,N/A,Class,Fine,false
Office.GetSelectedDataOptions,asyncContext,Method,Fine,false
Office.GetSelectedDataOptions,filterType,Method,Good,false
Office.GetSelectedDataOptions,valueFormat,Method,Good,false
Office.GoToByIdOptions,N/A,Class,Good,false
Office.GoToByIdOptions,asyncContext,Method,Fine,false
Office.GoToByIdOptions,selectionMode,Method,Good,false
Office.GoToType,N/A,Class,Fine,false
Office.GoToType,Binding,EnumField,Fine,false
Office.GoToType,Index,EnumField,Fine,false
Office.GoToType,NamedItem,EnumField,Good,false
Office.GoToType,Slide,EnumField,Fine,false
Office.Group,N/A,Class,Fine,false
Office.Group,controls,Method,Good,false
Office.Group,id,Method,Fine,false
Office.HostType,N/A,Class,Good,true
Office.HostType,Access,EnumField,Good,false
Office.HostType,Excel,EnumField,Fine,false
Office.HostType,OneNote,EnumField,Fine,false
Office.HostType,Outlook,EnumField,Fine,false
Office.HostType,PowerPoint,EnumField,Fine,false
Office.HostType,Project,EnumField,Fine,false
Office.HostType,Word,EnumField,Fine,false
Office.Index,N/A,Class,Poor,false
Office.Index,First,EnumField,Poor,false
Office.Index,Last,EnumField,Poor,false
Office.Index,Next,EnumField,Poor,false
Office.Index,Previous,EnumField,Poor,false
Office.InitializationReason,N/A,Class,Fine,false
Office.InitializationReason,DocumentOpened,EnumField,Fine,false
Office.InitializationReason,Inserted,EnumField,Fine,false
Office.IPromiseConstructor,N/A,Class,Missing,false
Office.IPromiseConstructor,prototype,Method,Poor,false
Office.IPromiseConstructor,all(values),Method,Fine,false
Office.IPromiseConstructor,race(values),Method,Fine,false
Office.IPromiseConstructor,reject(reason),Method,Fine,false
Office.IPromiseConstructor,resolve(value),Method,Fine,false
Office.IPromiseConstructor,resolve(),Method,Poor,false
Office.MatrixBinding,N/A,Class,Good,false
Office.MatrixBinding,columnCount,Method,Fine,true
Office.MatrixBinding,rowCount,Method,Fine,true
Office.NodeDeletedEventArgs,N/A,Class,Fine,false
Office.NodeDeletedEventArgs,isUndoRedo,Method,Fine,false
Office.NodeDeletedEventArgs,oldNextSibling,Method,Fine,false
Office.NodeDeletedEventArgs,oldNode,Method,Good,false
Office.NodeInsertedEventArgs,N/A,Class,Fine,false
Office.NodeInsertedEventArgs,isUndoRedo,Method,Fine,false
Office.NodeInsertedEventArgs,newNode,Method,Fine,false
Office.NodeReplacedEventArgs,N/A,Class,Fine,false
Office.NodeReplacedEventArgs,isUndoRedo,Method,Fine,false
Office.NodeReplacedEventArgs,newNode,Method,Fine,false
Office.NodeReplacedEventArgs,oldNode,Method,Good,false
Office.OfficeTheme,N/A,Class,Good,true
Office.OfficeTheme,bodyBackgroundColor,Method,Fine,false
Office.OfficeTheme,bodyForegroundColor,Method,Fine,false
Office.OfficeTheme,controlBackgroundColor,Method,Fine,false
Office.OfficeTheme,controlForegroundColor,Method,Fine,false
Office.PlatformType,N/A,Class,Good,true
Office.PlatformType,Android,EnumField,Fine,false
Office.PlatformType,iOS,EnumField,Fine,false
Office.PlatformType,Mac,EnumField,Poor,false
Office.PlatformType,OfficeOnline,EnumField,Fine,false
Office.PlatformType,PC,EnumField,Poor,false
Office.PlatformType,Universal,EnumField,Poor,false
Office.ProjectProjectFields,N/A,Class,Good,false
Office.ProjectProjectFields,CurrencyDigits,EnumField,Fine,false
Office.ProjectProjectFields,CurrencySymbol,EnumField,Poor,false
Office.ProjectProjectFields,CurrencySymbolPosition,EnumField,Fine,false
Office.ProjectProjectFields,DurationUnits,EnumField,Missing,false
Office.ProjectProjectFields,Finish,EnumField,Poor,false
Office.ProjectProjectFields,GUID,EnumField,Poor,false
Office.ProjectProjectFields,ProjectServerUrl,EnumField,Fine,false
Office.ProjectProjectFields,ReadOnly,EnumField,Fine,false
Office.ProjectProjectFields,Start,EnumField,Poor,false
Office.ProjectProjectFields,VERSION,EnumField,Poor,false
Office.ProjectProjectFields,WorkUnits,EnumField,Fine,false
Office.ProjectProjectFields,WSSList,EnumField,Fine,false
Office.ProjectProjectFields,WSSUrl,EnumField,Fine,false
Office.ProjectResourceFields,N/A,Class,Good,false
Office.ProjectResourceFields,Accrual,EnumField,Fine,false
Office.ProjectResourceFields,ActualCost,EnumField,Fine,false
Office.ProjectResourceFields,ActualOvertimeCost,EnumField,Fine,false
Office.ProjectResourceFields,ActualOvertimeWork,EnumField,Fine,false
Office.ProjectResourceFields,ActualOvertimeWorkProtected,EnumField,Fine,false
Office.ProjectResourceFields,ActualWork,EnumField,Fine,false
Office.ProjectResourceFields,ActualWorkProtected,EnumField,Fine,false
Office.ProjectResourceFields,BaseCalendar,EnumField,Fine,false
Office.ProjectResourceFields,Baseline10BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline10BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline10Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline10Work,EnumField,Fine,false
Office.ProjectResourceFields,Baseline1BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline1BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline1Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline1Work,EnumField,Fine,false
Office.ProjectResourceFields,Baseline2BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline2BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline2Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline2Work,EnumField,Fine,false
Office.ProjectResourceFields,Baseline3BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline3BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline3Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline3Work,EnumField,Fine,false
Office.ProjectResourceFields,Baseline4BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline4BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline4Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline4Work,EnumField,Fine,false
Office.ProjectResourceFields,Baseline5BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline5BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline5Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline5Work,EnumField,Fine,false
Office.ProjectResourceFields,Baseline6BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline6BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline6Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline6Work,EnumField,Fine,false
Office.ProjectResourceFields,Baseline7BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline7BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline7Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline7Work,EnumField,Fine,false
Office.ProjectResourceFields,Baseline8BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline8BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline8Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline8Work,EnumField,Fine,false
Office.ProjectResourceFields,Baseline9BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline9BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Baseline9Cost,EnumField,Fine,false
Office.ProjectResourceFields,Baseline9Work,EnumField,Fine,false
Office.ProjectResourceFields,BaselineBudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,BaselineBudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,BaselineCost,EnumField,Fine,false
Office.ProjectResourceFields,BaselineWork,EnumField,Fine,false
Office.ProjectResourceFields,BudgetCost,EnumField,Fine,false
Office.ProjectResourceFields,BudgetWork,EnumField,Fine,false
Office.ProjectResourceFields,Code,EnumField,Fine,false
Office.ProjectResourceFields,Cost,EnumField,Fine,false
Office.ProjectResourceFields,Cost1,EnumField,Fine,false
Office.ProjectResourceFields,Cost10,EnumField,Fine,false
Office.ProjectResourceFields,Cost2,EnumField,Fine,false
Office.ProjectResourceFields,Cost3,EnumField,Fine,false
Office.ProjectResourceFields,Cost4,EnumField,Fine,false
Office.ProjectResourceFields,Cost5,EnumField,Fine,false
Office.ProjectResourceFields,Cost6,EnumField,Fine,false
Office.ProjectResourceFields,Cost7,EnumField,Fine,false
Office.ProjectResourceFields,Cost8,EnumField,Fine,false
Office.ProjectResourceFields,Cost9,EnumField,Fine,false
Office.ProjectResourceFields,CostPerUse,EnumField,Fine,false
Office.ProjectResourceFields,Date1,EnumField,Fine,false
Office.ProjectResourceFields,Date10,EnumField,Fine,false
Office.ProjectResourceFields,Date2,EnumField,Fine,false
Office.ProjectResourceFields,Date3,EnumField,Fine,false
Office.ProjectResourceFields,Date4,EnumField,Fine,false
Office.ProjectResourceFields,Date5,EnumField,Fine,false
Office.ProjectResourceFields,Date6,EnumField,Fine,false
Office.ProjectResourceFields,Date7,EnumField,Fine,false
Office.ProjectResourceFields,Date8,EnumField,Fine,false
Office.ProjectResourceFields,Date9,EnumField,Fine,false
Office.ProjectResourceFields,Duration1,EnumField,Fine,false
Office.ProjectResourceFields,Duration10,EnumField,Fine,false
Office.ProjectResourceFields,Duration2,EnumField,Fine,false
Office.ProjectResourceFields,Duration3,EnumField,Fine,false
Office.ProjectResourceFields,Duration4,EnumField,Fine,false
Office.ProjectResourceFields,Duration5,EnumField,Fine,false
Office.ProjectResourceFields,Duration6,EnumField,Fine,false
Office.ProjectResourceFields,Duration7,EnumField,Fine,false
Office.ProjectResourceFields,Duration8,EnumField,Fine,false
Office.ProjectResourceFields,Duration9,EnumField,Fine,false
Office.ProjectResourceFields,Email,EnumField,Fine,false
Office.ProjectResourceFields,End,EnumField,Fine,false
Office.ProjectResourceFields,Finish1,EnumField,Fine,false
Office.ProjectResourceFields,Finish10,EnumField,Fine,false
Office.ProjectResourceFields,Finish2,EnumField,Fine,false
Office.ProjectResourceFields,Finish3,EnumField,Fine,false
Office.ProjectResourceFields,Finish4,EnumField,Fine,false
Office.ProjectResourceFields,Finish5,EnumField,Fine,false
Office.ProjectResourceFields,Finish6,EnumField,Fine,false
Office.ProjectResourceFields,Finish7,EnumField,Fine,false
Office.ProjectResourceFields,Finish8,EnumField,Fine,false
Office.ProjectResourceFields,Finish9,EnumField,Fine,false
Office.ProjectResourceFields,Flag1,EnumField,Fine,false
Office.ProjectResourceFields,Flag10,EnumField,Fine,false
Office.ProjectResourceFields,Flag11,EnumField,Fine,false
Office.ProjectResourceFields,Flag12,EnumField,Fine,false
Office.ProjectResourceFields,Flag13,EnumField,Fine,false
Office.ProjectResourceFields,Flag14,EnumField,Fine,false
Office.ProjectResourceFields,Flag15,EnumField,Fine,false
Office.ProjectResourceFields,Flag16,EnumField,Fine,false
Office.ProjectResourceFields,Flag17,EnumField,Fine,false
Office.ProjectResourceFields,Flag18,EnumField,Fine,false
Office.ProjectResourceFields,Flag19,EnumField,Fine,false
Office.ProjectResourceFields,Flag2,EnumField,Fine,false
Office.ProjectResourceFields,Flag20,EnumField,Fine,false
Office.ProjectResourceFields,Flag3,EnumField,Fine,false
Office.ProjectResourceFields,Flag4,EnumField,Fine,false
Office.ProjectResourceFields,Flag5,EnumField,Fine,false
Office.ProjectResourceFields,Flag6,EnumField,Fine,false
Office.ProjectResourceFields,Flag7,EnumField,Fine,false
Office.ProjectResourceFields,Flag8,EnumField,Fine,false
Office.ProjectResourceFields,Flag9,EnumField,Fine,false
Office.ProjectResourceFields,Generic,EnumField,Fine,false
Office.ProjectResourceFields,Group,EnumField,Fine,false
Office.ProjectResourceFields,Name,EnumField,Poor,false
Office.ProjectResourceFields,Notes,EnumField,Fine,false
Office.ProjectResourceFields,Number1,EnumField,Fine,false
Office.ProjectResourceFields,Number10,EnumField,Fine,false
Office.ProjectResourceFields,Number11,EnumField,Fine,false
Office.ProjectResourceFields,Number12,EnumField,Fine,false
Office.ProjectResourceFields,Number13,EnumField,Fine,false
Office.ProjectResourceFields,Number14,EnumField,Fine,false
Office.ProjectResourceFields,Number15,EnumField,Fine,false
Office.ProjectResourceFields,Number16,EnumField,Fine,false
Office.ProjectResourceFields,Number17,EnumField,Fine,false
Office.ProjectResourceFields,Number18,EnumField,Fine,false
Office.ProjectResourceFields,Number19,EnumField,Fine,false
Office.ProjectResourceFields,Number2,EnumField,Fine,false
Office.ProjectResourceFields,Number20,EnumField,Fine,false
Office.ProjectResourceFields,Number3,EnumField,Fine,false
Office.ProjectResourceFields,Number4,EnumField,Fine,false
Office.ProjectResourceFields,Number5,EnumField,Fine,false
Office.ProjectResourceFields,Number6,EnumField,Fine,false
Office.ProjectResourceFields,Number7,EnumField,Fine,false
Office.ProjectResourceFields,Number8,EnumField,Fine,false
Office.ProjectResourceFields,Number9,EnumField,Fine,false
Office.ProjectResourceFields,OverAllocated,EnumField,Fine,false
Office.ProjectResourceFields,OvertimeCost,EnumField,Fine,false
Office.ProjectResourceFields,OvertimeRate,EnumField,Fine,false
Office.ProjectResourceFields,OvertimeWork,EnumField,Fine,false
Office.ProjectResourceFields,PercentWorkComplete,EnumField,Fine,false
Office.ProjectResourceFields,RegularWork,EnumField,Fine,false
Office.ProjectResourceFields,RemainingCost,EnumField,Fine,false
Office.ProjectResourceFields,RemainingOvertimeCost,EnumField,Fine,false
Office.ProjectResourceFields,RemainingOvertimeWork,EnumField,Fine,false
Office.ProjectResourceFields,RemainingWork,EnumField,Fine,false
Office.ProjectResourceFields,ResourceCalendarGUID,EnumField,Fine,false
Office.ProjectResourceFields,ResourceCreationDate,EnumField,Fine,false
Office.ProjectResourceFields,ResourceGUID,EnumField,Poor,false
Office.ProjectResourceFields,StandardRate,EnumField,Fine,false
Office.ProjectResourceFields,Start,EnumField,Fine,false
Office.ProjectResourceFields,Start1,EnumField,Fine,false
Office.ProjectResourceFields,Start10,EnumField,Fine,false
Office.ProjectResourceFields,Start2,EnumField,Fine,false
Office.ProjectResourceFields,Start3,EnumField,Fine,false
Office.ProjectResourceFields,Start4,EnumField,Fine,false
Office.ProjectResourceFields,Start5,EnumField,Fine,false
Office.ProjectResourceFields,Start6,EnumField,Fine,false
Office.ProjectResourceFields,Start7,EnumField,Fine,false
Office.ProjectResourceFields,Start8,EnumField,Fine,false
Office.ProjectResourceFields,Start9,EnumField,Fine,false
Office.ProjectResourceFields,Text1,EnumField,Fine,false
Office.ProjectResourceFields,Text10,EnumField,Fine,false
Office.ProjectResourceFields,Text11,EnumField,Fine,false
Office.ProjectResourceFields,Text12,EnumField,Fine,false
Office.ProjectResourceFields,Text13,EnumField,Fine,false
Office.ProjectResourceFields,Text14,EnumField,Fine,false
Office.ProjectResourceFields,Text15,EnumField,Fine,false
Office.ProjectResourceFields,Text16,EnumField,Fine,false
Office.ProjectResourceFields,Text17,EnumField,Fine,false
Office.ProjectResourceFields,Text18,EnumField,Fine,false
Office.ProjectResourceFields,Text19,EnumField,Fine,false
Office.ProjectResourceFields,Text2,EnumField,Fine,false
Office.ProjectResourceFields,Text20,EnumField,Fine,false
Office.ProjectResourceFields,Text21,EnumField,Fine,false
Office.ProjectResourceFields,Text22,EnumField,Fine,false
Office.ProjectResourceFields,Text23,EnumField,Fine,false
Office.ProjectResourceFields,Text24,EnumField,Fine,false
Office.ProjectResourceFields,Text25,EnumField,Fine,false
Office.ProjectResourceFields,Text26,EnumField,Fine,false
Office.ProjectResourceFields,Text27,EnumField,Fine,false
Office.ProjectResourceFields,Text28,EnumField,Fine,false
Office.ProjectResourceFields,Text29,EnumField,Fine,false
Office.ProjectResourceFields,Text3,EnumField,Fine,false
Office.ProjectResourceFields,Text30,EnumField,Fine,false
Office.ProjectResourceFields,Text4,EnumField,Fine,false
Office.ProjectResourceFields,Text5,EnumField,Fine,false
Office.ProjectResourceFields,Text6,EnumField,Fine,false
Office.ProjectResourceFields,Text7,EnumField,Fine,false
Office.ProjectResourceFields,Text8,EnumField,Fine,false
Office.ProjectResourceFields,Text9,EnumField,Fine,false
Office.ProjectResourceFields,Units,EnumField,Good,false
Office.ProjectResourceFields,Work,EnumField,Fine,false
Office.ProjectTaskFields,N/A,Class,Good,false
Office.ProjectTaskFields,Active,EnumField,Fine,false
Office.ProjectTaskFields,ActualCost,EnumField,Fine,false
Office.ProjectTaskFields,ActualDuration,EnumField,Fine,false
Office.ProjectTaskFields,ActualFinish,EnumField,Fine,false
Office.ProjectTaskFields,ActualOvertimeCost,EnumField,Fine,false
Office.ProjectTaskFields,ActualOvertimeWork,EnumField,Fine,false
Office.ProjectTaskFields,ActualStart,EnumField,Fine,false
Office.ProjectTaskFields,ActualWork,EnumField,Fine,false
Office.ProjectTaskFields,Baseline10BudgetCost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline10BudgetWork,EnumField,Fine,false
Office.ProjectTaskFields,Baseline10Cost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline10Duration,EnumField,Fine,false
Office.ProjectTaskFields,Baseline10Finish,EnumField,Fine,false
Office.ProjectTaskFields,Baseline10FixedCost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline10FixedCostAccrual,EnumField,Fine,false
Office.ProjectTaskFields,Baseline10Start,EnumField,Fine,false
Office.ProjectTaskFields,Baseline10Work,EnumField,Fine,false
Office.ProjectTaskFields,Baseline1BudgetCost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline1BudgetWork,EnumField,Fine,false
Office.ProjectTaskFields,Baseline1Cost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline1Duration,EnumField,Fine,false
Office.ProjectTaskFields,Baseline1Finish,EnumField,Fine,false
Office.ProjectTaskFields,Baseline1FixedCost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline1FixedCostAccrual,EnumField,Fine,false
Office.ProjectTaskFields,Baseline1Start,EnumField,Fine,false
Office.ProjectTaskFields,Baseline1Work,EnumField,Fine,false
Office.ProjectTaskFields,Baseline2BudgetCost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline2BudgetWork,EnumField,Fine,false
Office.ProjectTaskFields,Baseline2Cost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline2Duration,EnumField,Fine,false
Office.ProjectTaskFields,Baseline2Finish,EnumField,Fine,false
Office.ProjectTaskFields,Baseline2FixedCost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline2FixedCostAccrual,EnumField,Fine,false
Office.ProjectTaskFields,Baseline2Start,EnumField,Fine,false
Office.ProjectTaskFields,Baseline2Work,EnumField,Fine,false
Office.ProjectTaskFields,Baseline3BudgetCost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline3BudgetWork,EnumField,Fine,false
Office.ProjectTaskFields,Baseline3Cost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline3Duration,EnumField,Fine,false
Office.ProjectTaskFields,Baseline3Finish,EnumField,Fine,false
Office.ProjectTaskFields,Baseline3FixedCost,EnumField,Fine,false
Office.ProjectTaskFields,Baseline3FixedCostAccrual,EnumField,Fine,false
Office.ProjectTaskFields,Baseline3Start,EnumField,Fine,false
Office.ProjectTaskFields,Baseline3Work,EnumField,Fine,false
Office.ProjectTaskFields,Baseline4BudgetCost,EnumField,Fine,false
